Question Type,Domain,Language,Difficulty Level,Question Text,Correct Answer,First Answer,Is Correct,Second Answer,Is Correct,Third Answer,Is Correct,Fourth Answer,Is Correct
Single Choice,Java,English,Easy,Which of these is a reserved word in Java?,A,switch,TRUE,variable,FALSE,constant,FALSE,declare,FALSE
Single Choice,Java,English,Easy,Which method is used to compare two strings for equality in Java?,B,equals(),TRUE,compareTo(),FALSE,==,FALSE,equalsIgnoreCase(),FALSE
Single Choice,Java,English,Easy,What is the correct way to create an array of integers in Java?,C,int[] numbers = new int();,FALSE,int numbers = new int[5];,FALSE,int[] numbers = new int[5];,TRUE,int numbers[] = new int();,FALSE
Single Choice,Java,English,Easy,Which of the following is a correct way to start a comment in Java?,A,// This is a comment,TRUE,# This is a comment,FALSE,<!-- This is a comment -->,FALSE,/* This is a comment,FALSE
Single Choice,Java,English,Easy,What will be the output of System.out.println(5 + 5);,A,10,TRUE,55,FALSE,Error,FALSE,5 + 5,FALSE
Single Choice,Java,English,Easy,Which of these is not a primitive data type in Java?,D,int,FALSE,float,FALSE,boolean,FALSE,String,TRUE
Single Choice,Java,English,Easy,Which keyword is used to define a constant variable?,B,const,FALSE,final,TRUE,static,FALSE,immutable,FALSE
Single Choice,Java,English,Easy,What does 'public' mean in Java?,C,Accessible only within the same package,FALSE,Accessible only within the same class,FALSE,Accessible by any other class,TRUE,Accessible only by subclasses,FALSE
Single Choice,Java,English,Easy,What is the purpose of the 'this' keyword in Java?,A,Refers to the current object,TRUE,Refers to a superclass,FALSE,Creates a new object,FALSE,Destroys the object,FALSE
Single Choice,Java,English,Easy,Which operator is used to compare two values in Java?,B,=,FALSE,==,TRUE,||,FALSE,&&,FALSE
Single Choice,Java,English,Easy,What will be the output of System.out.println('A');,D,'A',FALSE,65,FALSE,Error,FALSE,A,TRUE
Single Choice,Java,English,Easy,Which exception is thrown when an array is accessed with an illegal index?,C,NullPointerException,FALSE,IOException,FALSE,ArrayIndexOutOfBoundsException,TRUE,ArithmeticException,FALSE
Single Choice,Java,English,Easy,Which method can be defined only once in a program?,B,finalize() method,FALSE,main() method,TRUE,constructor,FALSE,static method,FALSE
Single Choice,Java,English,Easy,What keyword is used to prevent inheritance in Java?,A,final,TRUE,static,FALSE,private,FALSE,abstract,FALSE
Single Choice,Java,English,Easy,What will be the result of the expression 9 % 2 in Java?,C,0,FALSE,2,FALSE,1,TRUE,9,FALSE
Single Choice,Java,English,Easy,Which of the following is used to handle exceptions in Java?,A,try and catch blocks,TRUE,if-else statements,FALSE,for loops,FALSE,switch statements,FALSE
Single Choice,Java,English,Easy,Which method is used to get the length of a string in Java?,B,size(),FALSE,length(),TRUE,length,FALSE,count(),FALSE
Single Choice,Java,English,Easy,Variables declared inside a method are known as?,C,Instance variables,FALSE,Static variables,FALSE,Local variables,TRUE,Global variables,FALSE
Single Choice,Java,English,Easy,Which loop is guaranteed to execute at least once?,B,for loop,FALSE,do-while loop,TRUE,while loop,FALSE,enhanced for loop,FALSE
Single Choice,Java,English,Easy,What is the correct way to check if two variables 'a' and 'b' are not equal in Java?,A,a != b,TRUE,a <> b,FALSE,a =! b,FALSE,a not b,FALSE
Single Choice,Java,English,Easy,Which method is used to convert a string to an integer in Java?,D,String.toInt(),FALSE,Convert.toInt(),FALSE,Integer.valueOf(),FALSE,Integer.parseInt(),TRUE
Single Choice,Java,English,Easy,What is encapsulation in Java?,B,Ability of a class to have multiple forms,FALSE,Wrapping data and methods into a single unit,TRUE,Hiding implementation details,FALSE,Deriving new classes from existing ones,FALSE
Single Choice,Java,English,Easy,Which of these is a valid Java variable name?,C,2beOrNot2be,FALSE,class,FALSE,$myVar,TRUE,my-var,FALSE
Single Choice,Java,English,Easy,What is the use of the keyword 'super' in Java?,A,Refers to the immediate parent class object,TRUE,Creates a new object,FALSE,Calls the main method,FALSE,Terminates a loop,FALSE
Single Choice,Java,English,Easy,Which of these is not a Java package?,B,java.util,FALSE,system.io,TRUE,java.lang,FALSE,javax.swing,FALSE
Single Choice,Java,English,Easy,What is the correct way to import a class from a package in Java?,D,import class.package;,FALSE,include package.class;,FALSE,using package.class;,FALSE,import package.class;,TRUE
Single Choice,Java,English,Easy,Which keyword is used to stop a loop in Java?,C,exit,FALSE,continue,FALSE,break,TRUE,stop,FALSE
Single Choice,Java,English,Easy,What does IDE stand for in programming?,A,Integrated Development Environment,TRUE,Integrated Design Environment,FALSE,Internal Development Engine,FALSE,Integrated Debug Environment,FALSE
Single Choice,Java,English,Easy,Which access modifier makes a member visible to all classes in the same package?,B,public,FALSE,default,TRUE,private,FALSE,protected,FALSE
Single Choice,Java,English,Easy,Which of these loops is best when the number of iterations is known?,C,do-while loop,FALSE,while loop,FALSE,for loop,TRUE,infinite loop,FALSE
Single Choice,Java,English,Easy,What is inherited when a class extends another class in Java?,D,No methods or fields,FALSE,Only private methods,FALSE,Only the constructor,FALSE,All public and protected methods and fields,TRUE
Single Choice,Java,English,Easy,What is an object in Java?,A,An instance of a class,TRUE,A blueprint for a class,FALSE,A primitive data type,FALSE,A variable,FALSE
Single Choice,Java,English,Easy,Which exception is thrown when an object is not initialized in Java?,B,ClassNotFoundException,FALSE,NullPointerException,TRUE,IOException,FALSE,ArrayIndexOutOfBoundsException,FALSE
Single Choice,Java,English,Easy,What is the output of System.out.println(2 * 3 + 4);,C,9,FALSE,14,FALSE,10,TRUE,24,FALSE
Single Choice,Java,English,Easy,What is the result of boolean a = true && false;,B,TRUE,FALSE,FALSE,TRUE,Compile error,FALSE,true && false,FALSE
Single Choice,Java,English,Easy,Which keyword is used to create an interface in Java?,C,implements,FALSE,extends,FALSE,interface,TRUE,abstract,FALSE
Single Choice,Java,English,Easy,What is a constructor in Java?,A,A special method used to initialize objects,TRUE,A variable that cannot change,FALSE,A method that returns a value,FALSE,A class that cannot be extended,FALSE
Single Choice,Java,Romanian,Easy,Ce cuvânt cheie este folosit pentru a declara o clasă în Java?,A,class,TRUE,public,FALSE,void,FALSE,static,FALSE
Single Choice,Java,Romanian,Easy,Care este dimensiunea tipului de date int în Java?,B,8 biți,FALSE,32 biți,TRUE,64 biți,FALSE,16 biți,FALSE
Single Choice,Java,Romanian,Easy,Ce metodă este punctul de intrare al unui program Java?,D,public static int main(String[] args),FALSE,public String main(String[] args),FALSE,public void main(),FALSE,public static void main(String[] args),TRUE
Single Choice,Java,Romanian,Easy,Ce simbol este folosit pentru a termina o instrucțiune în Java?,C,:,FALSE,",",FALSE,;,TRUE,.,FALSE
Single Choice,Java,Romanian,Easy,Ce operator este folosit pentru adunare în Java?,A,+,TRUE,-,FALSE,*,FALSE,/,FALSE
Single Choice,Java,Romanian,Easy,Ce tip de date este folosit pentru a crea o variabilă care stochează text în Java?,B,char,FALSE,String,TRUE,boolean,FALSE,int,FALSE
Single Choice,Java,Romanian,Easy,Care dintre următoarele NU este un cuvânt cheie Java?,D,static,FALSE,public,FALSE,void,FALSE,main,TRUE
Single Choice,Java,Romanian,Easy,Ce cuvânt cheie este folosit pentru a moșteni o clasă în Java?,B,implements,FALSE,extends,TRUE,inherits,FALSE,super,FALSE
Single Choice,Java,Romanian,Easy,Ce este JVM în Java?,C,Java Valid Machine,FALSE,Java Variable Method,FALSE,Java Virtual Machine,TRUE,Java Visual Model,FALSE
Single Choice,Java,Romanian,Easy,Ce excepție este aruncată când se împarte la zero în Java?,A,ArithmeticException,TRUE,NullPointerException,FALSE,ArrayIndexOutOfBoundsException,FALSE,ClassNotFoundException,FALSE
Single Choice,Java,Romanian,Easy,Ce cuvânt cheie este folosit pentru a crea un obiect în Java?,B,class,FALSE,new,TRUE,create,FALSE,object,FALSE
Single Choice,Java,Romanian,Easy,Care este valoarea implicită a unei variabile boolean în Java?,C,TRUE,FALSE,1,FALSE,FALSE,TRUE,0,FALSE
Single Choice,Java,Romanian,Easy,Care dintre acestea este un cuvânt rezervat în Java?,A,switch,TRUE,variable,FALSE,constant,FALSE,declare,FALSE
Single Choice,Java,Romanian,Easy,Ce metodă este folosită pentru a compara două șiruri de caractere pentru egalitate în Java?,B,compareTo(),FALSE,equals(),TRUE,==,FALSE,equalsIgnoreCase(),FALSE
Single Choice,Java,Romanian,Easy,Care este modul corect de a crea un tablou de numere întregi în Java?,C,int[] numbers = new int();,FALSE,int numbers = new int[5];,FALSE,int[] numbers = new int[5];,TRUE,int numbers[] = new int();,FALSE
Single Choice,Java,Romanian,Easy,Care dintre următoarele este o modalitate corectă de a începe un comentariu în Java?,A,// Acesta este un comentariu,TRUE,# Acesta este un comentariu,FALSE,<!-- Acesta este un comentariu -->,FALSE,/* Acesta este un comentariu,FALSE
Single Choice,Java,Romanian,Easy,Care va fi rezultatul System.out.println(5 + 5);,A,10,TRUE,55,FALSE,Eroare,FALSE,5 + 5,FALSE
Single Choice,Java,Romanian,Easy,Care dintre acestea NU este un tip de date primitiv în Java?,D,int,FALSE,float,FALSE,boolean,FALSE,String,TRUE
Single Choice,Java,Romanian,Easy,"În Java, ce cuvânt cheie este folosit pentru a defini o variabilă constantă?",B,const,FALSE,final,TRUE,static,FALSE,immutable,FALSE
Single Choice,Java,Romanian,Easy,Ce înseamnă 'public' în Java?,C,Accesibil doar în același pachet,FALSE,Accesibil doar în aceeași clasă,FALSE,Accesibil de orice altă clasă,TRUE,Accesibil doar de subclase,FALSE
Single Choice,Java,Romanian,Easy,Care este scopul cuvântului cheie 'this' în Java?,A,Se referă la obiectul curent,TRUE,Se referă la o superclasă,FALSE,Creează un nou obiect,FALSE,Distruge obiectul,FALSE
Single Choice,Java,Romanian,Easy,Ce operator este folosit pentru a compara două valori în Java?,B,=,FALSE,==,TRUE,||,FALSE,&&,FALSE
Single Choice,Java,Romanian,Easy,Care va fi rezultatul System.out.println('A');,D,'A',FALSE,65,FALSE,Eroare,FALSE,A,TRUE
Single Choice,Java,Romanian,Easy,"În Java, ce excepție este aruncată când un tablou este accesat cu un index ilegal?",C,NullPointerException,FALSE,IOException,FALSE,ArrayIndexOutOfBoundsException,TRUE,ArithmeticException,FALSE
Single Choice,Java,Romanian,Easy,Ce metodă poate fi definită doar o singură dată într-un program?,B,metoda finalize(),FALSE,metoda main(),TRUE,constructor,FALSE,metodă statică,FALSE
Single Choice,Java,Romanian,Easy,Ce cuvânt cheie este folosit pentru a preveni moștenirea în Java?,A,final,TRUE,static,FALSE,private,FALSE,abstract,FALSE
Single Choice,Java,Romanian,Easy,Care va fi rezultatul expresiei 9 % 2 în Java?,C,0,FALSE,2,FALSE,1,TRUE,9,FALSE
Single Choice,Java,Romanian,Easy,Care dintre următoarele este folosit pentru a gestiona excepțiile în Java?,A,blocuri try și catch,TRUE,instrucțiuni if-else,FALSE,bucla for,FALSE,instrucțiuni switch,FALSE
Single Choice,Java,Romanian,Easy,Ce metodă este folosită pentru a obține lungimea unui șir de caractere în Java?,B,size(),FALSE,length(),TRUE,length,FALSE,count(),FALSE
Single Choice,Java,Romanian,Easy,"În Java, variabilele declarate în interiorul unei metode sunt cunoscute ca?",C,Variabile de instanță,FALSE,Variabile statice,FALSE,Variabile locale,TRUE,Variabile globale,FALSE
Single Choice,Java,Romanian,Easy,Care buclă este garantată să se execute cel puțin o dată?,B,bucla for,FALSE,bucla do-while,TRUE,bucla while,FALSE,bucla for îmbunătățită,FALSE
Single Choice,Java,Romanian,Easy,Care este modul corect de a verifica dacă două variabile 'a' și 'b' nu sunt egale în Java?,A,a != b,TRUE,a <> b,FALSE,a =! b,FALSE,a not b,FALSE
Single Choice,Java,Romanian,Easy,Ce metodă este folosită pentru a converti un șir la un număr întreg în Java?,D,String.toInt(),FALSE,Convert.toInt(),FALSE,Integer.valueOf(),FALSE,Integer.parseInt(),TRUE
Single Choice,Java,Romanian,Easy,Ce este încapsularea în Java?,B,Abilitatea unei clase de a avea multiple forme,FALSE,Împachetarea datelor și a metodelor într-o singură unitate,TRUE,Ascunderea detaliilor de implementare,FALSE,Derivarea de noi clase din altele existente,FALSE
Single Choice,Java,Romanian,Easy,Care dintre acestea este un nume valid de variabilă în Java?,C,2beOrNot2be,FALSE,class,FALSE,$myVar,TRUE,my-var,FALSE
Single Choice,Java,Romanian,Easy,Care este utilizarea cuvântului cheie 'super' în Java?,A,Se referă la obiectul clasei părinte imediate,TRUE,Creează un nou obiect,FALSE,Apelează metoda main,FALSE,Termină o buclă,FALSE
Single Choice,Java,Romanian,Easy,Care dintre acestea NU este un pachet Java?,B,java.util,FALSE,system.io,TRUE,java.lang,FALSE,javax.swing,FALSE
Single Choice,Java,Romanian,Easy,Care este modul corect de a importa o clasă dintr-un pachet în Java?,D,import class.package;,FALSE,include package.class;,FALSE,using package.class;,FALSE,import package.class;,TRUE
Single Choice,Java,Romanian,Easy,Ce cuvânt cheie este folosit pentru a opri o buclă în Java?,C,exit,FALSE,continue,FALSE,break,TRUE,stop,FALSE
Single Choice,Java,Romanian,Easy,Ce înseamnă IDE în programare?,A,Integrated Development Environment,TRUE,Integrated Design Environment,FALSE,Internal Development Engine,FALSE,Integrated Debug Environment,FALSE
Single Choice,Java,Romanian,Easy,"În Java, ce modificator de acces face un membru vizibil pentru toate clasele din același pachet?",B,public,FALSE,implicit (default),TRUE,private,FALSE,protected,FALSE
Single Choice,Java,Romanian,Easy,Care dintre aceste bucle este cea mai bună când numărul de iterații este cunoscut?,C,bucla do-while,FALSE,bucla while,FALSE,bucla for,TRUE,bucla infinită,FALSE
Single Choice,Java,Romanian,Easy,Ce este moștenit când o clasă extinde o altă clasă în Java?,D,Nicio metodă sau câmp,FALSE,Doar metodele private,FALSE,Doar constructorul,FALSE,Toate metodele și câmpurile publice și protejate,TRUE
